Car_Name,Selling_Price,km_driven,Fuel_Type,Seller_Type,Transmission
Hyundai Grand i10 1.2 Kappa Asta,600000,10000,Petrol,Individual,Manual
Maruti Zen Estilo VXI BSIV,175000,52047,Petrol,Individual,Manual
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,450000,200000,Diesel,Individual,Manual
Tata Tiago 1.2 Revotron XZA,350000,15000,Petrol,Individual,Automatic
Maruti Vitara Brezza ZDi,800000,50000,Diesel,Individual,Manual
Maruti Swift VXI BSIII,250000,70000,Petrol,Individual,Manual
Maruti Swift VXI BSIV,600000,10000,Petrol,Individual,Manual
Maruti Swift VDI BSIV,600000,90000,Diesel,Individual,Manual
Maruti Alto 800 LXI,130000,40000,Petrol,Individual,Manual
Maruti Wagon R LXI,90000,62009,Petrol,Individual,Manual
Hyundai i20 Active 1.2 S,595000,33100,Petrol,Individual,Manual
Hyundai EON Era Plus,190000,40000,Petrol,Individual,Manual
Hyundai Santro GLS I - Euro I,50000,120000,Petrol,Individual,Manual
Maruti Wagon R LXI Minor,95000,80000,Petrol,Individual,Manual
Tata Safari Storme VX,1000000,70000,Diesel,Individual,Manual
Mahindra Scorpio REV 116,220000,220000,Petrol,Individual,Manual
Mahindra Bolero SLX,400000,50000,Diesel,Individual,Manual
Datsun GO Plus A,315000,45000,Petrol,Individual,Manual
Toyota Fortuner 4x4 MT,1000000,110000,Diesel,Individual,Manual
Ford Ecosport 1.5 DV5 MT Titanium,500000,49000,Diesel,Individual,Manual
Mahindra XUV500 W11 AT BSIV,1600000,35000,Diesel,Individual,Automatic
Mahindra Supro VX 8 Str,500000,160000,Diesel,Individual,Manual
Maruti Alto LX,70000,180000,Petrol,Individual,Manual
Maruti 800 AC,105000,60000,Petrol,Individual,Manual
Ford Endeavour 2.5L 4X2 MT,400000,110000,Diesel,Individual,Manual
Maruti Wagon R LXI,80000,60000,Petrol,Individual,Manual
Maruti Alto 800 VXI,300000,30000,Petrol,Individual,Manual
Mahindra KUV 100 D75 K2,409999,40000,Diesel,Individual,Manual
Maruti Swift Glam,250000,70000,Petrol,Individual,Manual
Tata New Safari DICOR 2.2 EX 4x2,250000,120000,Diesel,Individual,Manual
Maruti Swift Dzire VDI,215000,80000,Diesel,Individual,Manual
Toyota Fortuner 4x4 MT,1400000,120000,Diesel,Individual,Manual
Honda Brio 1.2 VX MT,475000,20000,Petrol,Individual,Manual
Honda Brio 1.2 VX MT,475000,22000,Petrol,Individual,Manual
Chevrolet Spark 1.0 LS,75000,35000,Petrol,Individual,Manual
Chevrolet Sail Hatchback LS ABS,200000,120000,Diesel,Individual,Manual
Tata Tiago NRG Petrol,575000,8000,Petrol,Individual,Manual
Maruti Ritz VDi,150000,40000,Diesel,Individual,Manual
Maruti Vitara Brezza ZDi Plus,850000,10000,Diesel,Individual,Manual
Hyundai Santro Era,350000,30000,Petrol,Individual,Manual
Ford Endeavour 2.5L 4X2 MT,550000,54000,Diesel,Individual,Manual
Hyundai Verna 1.4 VTVT,330000,80577,Petrol,Individual,Manual
Honda City i-DTEC V,1044999,25000,Diesel,Individual,Manual
Hyundai Verna 1.6 CRDI,300000,127500,Diesel,Individual,Manual
Hyundai EON D Lite Plus,235000,40903,Petrol,Dealer,Manual
Ford Figo Petrol Titanium,120000,60000,Petrol,Individual,Manual
Maruti Wagon R VXI,130000,46000,Petrol,Individual,Manual
Ford Endeavour 4x4 XLT,275000,22288,Diesel,Dealer,Manual
Volkswagen Jetta 2.0 TDI Trendline,270000,180000,Diesel,Individual,Manual
Volkswagen Polo 1.5 TDI Highline,500000,30000,Diesel,Individual,Manual
Hyundai Grand i10 Sportz,400000,61690,Petrol,Dealer,Manual
Hyundai i20 Asta 1.2,600000,64484,Petrol,Dealer,Manual
Audi Q5 2.0 TDI,1350000,90000,Diesel,Individual,Automatic
Renault Duster 85PS Diesel RxE,400000,75976,Diesel,Dealer,Manual
Ford Figo Diesel Titanium,220000,70000,Diesel,Individual,Manual
Honda Brio E MT,300000,85962,Petrol,Dealer,Manual
Maruti Omni E MPI STD BS IV,250000,120000,Petrol,Individual,Manual
Honda Mobilio V i DTEC,600000,120000,Diesel,Individual,Manual
Honda Brio S Option AT,285000,75000,Petrol,Individual,Automatic
Honda Accord 2.4 MT,350000,57035,Petrol,Dealer,Manual
Mahindra Bolero SLX,170000,70000,Diesel,Individual,Manual
Ford Figo 1.2P Ambiente MT,229999,45000,Petrol,Individual,Manual
Mahindra XUV500 W6 2WD,500000,72104,Diesel,Dealer,Manual
Tata Nano Lx,75000,15000,Petrol,Individual,Manual
Hyundai i20 Active 1.2 SX,600000,30000,Petrol,Individual,Manual
Tata Indigo LS Dicor,220000,80000,Diesel,Individual,Manual
Tata Indica Vista Terra 1.4 TDI,150000,164000,Diesel,Individual,Manual
Maruti Alto LX,65000,124439,Petrol,Individual,Manual
Maruti Zen VXI,120000,77000,Petrol,Individual,Manual
Maruti Swift Dzire VDI,240000,90000,Diesel,Individual,Manual
Renault KWID 1.0 RXT Optional,390000,30000,Petrol,Individual,Manual
Chevrolet Beat LS,180000,50000,Petrol,Individual,Manual
Maruti Swift VDI,320000,80000,Diesel,Individual,Manual
Maruti Alto 800 LXI,310000,5000,Petrol,Individual,Manual
Maruti Wagon R AMT VXI,420000,24000,Petrol,Individual,Automatic
Tata Tiago NRG Petrol,550000,10000,Petrol,Individual,Manual
Maruti Ertiga SHVS VDI,550000,78000,Diesel,Individual,Manual
Mahindra TUV 300 T4 Plus,760000,50000,Diesel,Individual,Manual
Maruti 800 AC BSII,43000,100000,Petrol,Individual,Manual
Maruti Omni MPI STD BSIV,250000,20000,Petrol,Individual,Manual
Hyundai Santro Magna BSIV,500000,1250,Petrol,Individual,Manual
Tata Zest Revotron 1.2 XT,380000,17152,Petrol,Individual,Manual
Mahindra XUV500 W11 Option AT AWD,1850000,5000,Diesel,Individual,Automatic
Volkswagen Polo Diesel Trendline 1.2L,350000,77000,Diesel,Individual,Manual
Hyundai Verna CRDi,195000,90000,Diesel,Individual,Manual
Chevrolet Beat LS,225000,80000,Petrol,Individual,Manual
Toyota Innova 2.5 G (Diesel) 7 Seater,1125000,65000,Diesel,Individual,Manual
Tata Indica Vista Quadrajet LX,133000,80000,Diesel,Individual,Manual
Hyundai EON Era Plus,200000,24005,Petrol,Individual,Manual
Maruti Vitara Brezza ZDi Plus,940000,20000,Diesel,Individual,Manual
Renault Duster 85PS Diesel RxL,400000,120000,Diesel,Individual,Manual
Hyundai i10 Era 1.1,120000,120000,Petrol,Individual,Manual
Maruti Swift Dzire ZDI,625000,80000,Diesel,Individual,Manual
Maruti Swift 1.3 VXi,110000,80000,Petrol,Individual,Manual
Renault Duster 110PS Diesel RxZ,490000,100000,Diesel,Individual,Manual
Maruti Alto LX,140000,120000,Petrol,Individual,Manual
Ford Figo Diesel ZXI,175000,149000,Diesel,Individual,Manual
Maruti Wagon R LXI BSIII,90000,65000,Petrol,Individual,Manual
Maruti Swift Ldi BSIV,275000,100000,Diesel,Individual,Manual
Volkswagen Vento Diesel Highline,300000,65000,Diesel,Individual,Manual
Datsun GO Plus T Option BSIV,270000,19000,Petrol,Individual,Manual
Chevrolet Beat LT,130000,80000,Petrol,Individual,Manual
Maruti Alto K10 VXI Airbag,275000,30000,Petrol,Individual,Manual
Maruti Swift VDI,352000,109000,Diesel,Individual,Manual
Hyundai EON Petrol Magna Plus,180000,90000,Petrol,Individual,Manual
Maruti Alto LX,150000,90000,Petrol,Individual,Manual
Volkswagen Vento Diesel Highline,300000,65000,Diesel,Individual,Manual
Maruti Swift Vdi BSIII,300000,110000,Diesel,Individual,Manual
Mahindra Bolero DI DX 7 Seater,225000,120000,Diesel,Individual,Manual
Honda Mobilio V i DTEC,600000,44000,Diesel,Individual,Manual
Maruti Ertiga BSIV ZXI,500000,80000,Petrol,Individual,Manual
Honda BR-V i-VTEC S MT,900000,5000,Petrol,Individual,Manual
Hyundai i20 Magna 1.2,600000,61000,Petrol,Individual,Manual
Toyota Etios VD,450000,100000,Diesel,Individual,Manual
Hyundai i10 Era 1.1,270000,27633,Petrol,Individual,Manual
Maruti Swift Vdi BSIII,310000,100000,Diesel,Individual,Manual
Hyundai Santro Xing GLS Audio Petrol,250000,100000,Petrol,Individual,Manual
Ford Figo 1.2P Titanium MT,700000,12586,Petrol,Dealer,Manual
Fiat Avventura Urban Cross 1.3 Multijet Emotion,650000,38083,Diesel,Dealer,Manual
Ford Figo Diesel ZXI,400000,55328,Diesel,Dealer,Manual
Ford Figo Diesel Titanium,425000,81632,Diesel,Dealer,Manual
Ford Aspire Titanium Diesel BSIV,600000,155201,Diesel,Dealer,Manual
Ford EcoSport 1.5 TDCi Titanium BSIV,600000,93283,Diesel,Dealer,Manual
Maruti Swift Ldi BSIII,300000,217871,Diesel,Dealer,Manual
Ford Fiesta Classic 1.4 Duratorq CLXI,450000,90165,Diesel,Dealer,Manual
Ford Ecosport 1.5 DV5 MT Titanium,750000,101504,Diesel,Dealer,Manual
Ford Figo Titanium Diesel BSIV,325000,86017,Diesel,Dealer,Manual
Mahindra XUV500 W8 2WD,900000,85036,Diesel,Dealer,Manual
Ford Ikon 1.3L Rocam Flair,180000,91086,Petrol,Dealer,Manual
Fiat Punto 1.3 Emotion,350000,160254,Diesel,Dealer,Manual
Ford EcoSport 1.5 TDCi Titanium BSIV,600000,125531,Diesel,Dealer,Manual
Honda WR-V i-DTEC V,900000,60000,Diesel,Individual,Manual
Skoda Laura L n K 1.9 PD,350000,100000,Diesel,Individual,Manual
Maruti Ritz LDi,280000,90000,Diesel,Individual,Manual
Mahindra Xylo D2,225000,120000,Diesel,Individual,Manual
Honda City i DTEC S,520000,82000,Diesel,Individual,Manual
Mahindra Scorpio 1.99 S4,509999,60000,Diesel,Individual,Manual
Maruti Baleno Alpha 1.2,556000,24000,Petrol,Individual,Manual
Tata Indigo Grand Dicor,225000,120000,Diesel,Individual,Manual
Honda Amaze EX i-Dtech,325000,65000,Diesel,Dealer,Manual
Maruti Swift VDI,365000,65000,Diesel,Dealer,Manual
Hyundai Creta 1.6 CRDi SX Plus,850000,84000,Diesel,Dealer,Manual
Toyota Etios GD SP,350000,75000,Diesel,Dealer,Manual
Maruti Swift VDI,225000,50000,Diesel,Dealer,Manual
Maruti Alto LX,135000,50000,Petrol,Individual,Manual
Maruti Wagon R LXI Minor,140000,49000,Petrol,Dealer,Manual
Maruti SX4 S Cross DDiS 320 Delta,665000,560000,Diesel,Dealer,Manual
Renault KWID RXT,275000,14365,Petrol,Dealer,Manual
Toyota Fortuner 2.8 4WD AT BSIV,2750000,41000,Diesel,Individual,Automatic
Hyundai Verna 1.6 SX,484999,65000,Diesel,Dealer,Manual
Maruti Ciaz VDi Option SHVS,565000,65000,Diesel,Dealer,Manual
Maruti Swift Dzire VDI,425000,61083,Diesel,Dealer,Manual
Toyota Innova 2.5 VX (Diesel) 8 Seater,925000,75000,Diesel,Individual,Manual
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,565000,72000,Diesel,Dealer,Manual
Renault Duster 110PS Diesel RxL,525000,65000,Diesel,Dealer,Manual
Hyundai Tucson 2.0 e-VGT 2WD MT,1650000,55000,Diesel,Dealer,Manual
Hyundai EON Era Plus,295000,21000,Petrol,Dealer,Manual
Jaguar XF 5.0 Litre V8 Petrol,2050000,66363,Petrol,Dealer,Automatic
Hyundai Creta 1.6 VTVT AT SX Plus,1475000,11700,Petrol,Dealer,Automatic
Hyundai Verna VTVT 1.6 AT SX Option,1100000,10000,Petrol,Individual,Automatic
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,4400000,100000,Diesel,Individual,Automatic
Maruti Swift ZXI BSIV,670000,7104,Petrol,Dealer,Manual
Maruti S-Cross Zeta DDiS 200 SH,750000,45974,Diesel,Dealer,Manual
Hyundai Verna 1.6 VTVT SX,760000,55340,Petrol,Dealer,Manual
Volkswagen Polo GTI,850000,20000,Petrol,Dealer,Automatic
Renault Pulse RxL,390000,61585,Diesel,Dealer,Manual
Maruti Celerio VXI AMT BSIV,450000,39415,Petrol,Dealer,Automatic
Honda Brio V MT,425000,29654,Petrol,Dealer,Manual
Maruti Baleno Alpha 1.3,770000,64672,Diesel,Dealer,Manual
Hyundai Creta 1.6 SX Automatic Diesel,1150000,54634,Diesel,Dealer,Automatic
Honda City i VTEC V,775000,66521,Petrol,Dealer,Manual
Toyota Innova Crysta 2.4 GX AT,1725000,23974,Diesel,Dealer,Automatic
BMW 3 Series 320d Luxury Line,2150000,43000,Diesel,Dealer,Automatic
Renault Duster 85PS Diesel RxL,450000,1000,Diesel,Dealer,Manual
Mercedes-Benz C-Class Progressive C 220d,3800000,10000,Diesel,Dealer,Automatic
Audi A4 3.0 TDI Quattro,1580000,86000,Diesel,Dealer,Automatic
BMW X5 xDrive 30d xLine,4950000,30000,Diesel,Dealer,Automatic
Hyundai Creta 1.6 CRDi SX,535000,52600,Diesel,Individual,Manual
Maruti SX4 Vxi BSIV,225000,110000,Petrol,Individual,Manual
Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890,Petrol,Dealer,Automatic
Maruti Swift ZXI BSIV,670000,7104,Petrol,Dealer,Manual
Maruti Ertiga VXI,625000,11918,Petrol,Dealer,Manual
Hyundai Grand i10 Magna AT,520000,10510,Petrol,Dealer,Automatic
Chevrolet Beat LT Option,239000,41000,Petrol,Dealer,Manual
Toyota Fortuner 4x2 AT,2600000,47162,Diesel,Dealer,Automatic
Maruti S-Cross Zeta DDiS 200 SH,750000,45974,Diesel,Dealer,Manual
Hyundai i10 Magna,229999,49824,Petrol,Dealer,Manual
Audi A6 2.0 TDI Premium Plus,1300000,58500,Diesel,Dealer,Automatic
Hyundai Santro GS,80000,56580,Petrol,Dealer,Manual
Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000,Diesel,Dealer,Manual
Hyundai Verna 1.6 VTVT SX,760000,55340,Petrol,Dealer,Manual
Maruti Swift Dzire VDI,600000,46507,Diesel,Dealer,Manual
Renault Duster 85PS Diesel RxL,450000,1000,Diesel,Dealer,Manual
Mercedes-Benz C-Class Progressive C 220d,3800000,10000,Diesel,Dealer,Automatic
Audi A4 3.0 TDI Quattro,1580000,86000,Diesel,Dealer,Automatic
BMW X5 xDrive 30d xLine,4950000,30000,Diesel,Dealer,Automatic
Hyundai Creta 1.6 CRDi SX,535000,52600,Diesel,Individual,Manual
Maruti SX4 Vxi BSIV,225000,110000,Petrol,Individual,Manual
Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890,Petrol,Dealer,Automatic
Maruti Swift ZXI BSIV,670000,7104,Petrol,Dealer,Manual
Maruti Ertiga VXI,625000,11918,Petrol,Dealer,Manual
Hyundai Grand i10 Magna AT,520000,10510,Petrol,Dealer,Automatic
Chevrolet Beat LT Option,239000,41000,Petrol,Dealer,Manual
Toyota Fortuner 4x2 AT,2600000,47162,Diesel,Dealer,Automatic
Maruti S-Cross Zeta DDiS 200 SH,750000,45974,Diesel,Dealer,Manual
Hyundai i10 Magna,229999,49824,Petrol,Dealer,Manual
Audi A6 2.0 TDI Premium Plus,1300000,58500,Diesel,Dealer,Automatic
Hyundai Santro GS,80000,56580,Petrol,Dealer,Manual
Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000,Diesel,Dealer,Manual
Hyundai Verna 1.6 VTVT SX,760000,55340,Petrol,Dealer,Manual
Maruti Swift Dzire VDI,600000,46507,Diesel,Dealer,Manual
Renault Duster 85PS Diesel RxL,450000,1000,Diesel,Dealer,Manual
Mercedes-Benz C-Class Progressive C 220d,3800000,10000,Diesel,Dealer,Automatic
Audi A4 3.0 TDI Quattro,1580000,86000,Diesel,Dealer,Automatic
BMW X5 xDrive 30d xLine,4950000,30000,Diesel,Dealer,Automatic
Hyundai Creta 1.6 CRDi SX,535000,52600,Diesel,Individual,Manual
Maruti SX4 Vxi BSIV,225000,110000,Petrol,Individual,Manual
Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890,Petrol,Dealer,Automatic
Maruti Swift ZXI BSIV,670000,7104,Petrol,Dealer,Manual
Maruti Ertiga VXI,625000,11918,Petrol,Dealer,Manual
Hyundai Grand i10 Magna AT,520000,10510,Petrol,Dealer,Automatic
Chevrolet Beat LT Option,239000,41000,Petrol,Dealer,Manual
Toyota Fortuner 4x2 AT,2600000,47162,Diesel,Dealer,Automatic
Maruti S-Cross Zeta DDiS 200 SH,750000,45974,Diesel,Dealer,Manual
Hyundai i10 Magna,229999,49824,Petrol,Dealer,Manual
Audi A6 2.0 TDI Premium Plus,1300000,58500,Diesel,Dealer,Automatic
Hyundai Santro GS,80000,56580,Petrol,Dealer,Manual
Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000,Diesel,Dealer,Manual
Hyundai Verna 1.6 VTVT SX,760000,55340,Petrol,Dealer,Manual
Maruti Swift Dzire VDI,600000,46507,Diesel,Dealer,Manual
Renault Duster 85PS Diesel RxL,450000,1000,Diesel,Dealer,Manual
Mercedes-Benz C-Class Progressive C 220d,3800000,10000,Diesel,Dealer,Automatic
Audi A4 3.0 TDI Quattro,1580000,86000,Diesel,Dealer,Automatic
BMW X5 xDrive 30d xLine,4950000,30000,Diesel,Dealer,Automatic
Hyundai Creta 1.6 CRDi SX,535000,52600,Diesel,Individual,Manual
Maruti SX4 Vxi BSIV,225000,110000,Petrol,Individual,Manual
Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890,Petrol,Dealer,Automatic
Maruti Swift ZXI BSIV,670000,7104,Petrol,Dealer,Manual
Maruti Ertiga VXI,625000,11918,Petrol,Dealer,Manual
Hyundai Grand i10 Magna AT,520000,10510,Petrol,Dealer,Automatic
Chevrolet Beat LT Option,239000,41000,Petrol,Dealer,Manual
Toyota Fortuner 4x2 AT,2600000,47162,Diesel,Dealer,Automatic
Maruti S-Cross Zeta DDiS 200 SH,750000,45974,Diesel,Dealer,Manual
Hyundai i10 Magna,229999,49824,Petrol,Dealer,Manual
Audi A6 2.0 TDI Premium Plus,1300000,58500,Diesel,Dealer,Automatic
Hyundai Santro GS,80000,56580,Petrol,Dealer,Manual
Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000,Diesel,Dealer,Manual
Hyundai Verna 1.6 VTVT SX,760000,55340,Petrol,Dealer,Manual
Maruti Swift Dzire VDI,600000,46507,Diesel,Dealer,Manual
Hyundai i20 Sportz 1.2,350000,50000,Petrol,Individual,Manual
Maruti Alto 800 LXI,114999,30000,Petrol,Individual,Manual
Hyundai i20 Sportz 1.2,380000,50000,Petrol,Individual,Manual
Maruti Gypsy E MG410W ST,95000,100000,Petrol,Individual,Manual
Mahindra Scorpio 1.99 S6 Plus,900000,35000,Diesel,Individual,Manual
Chevrolet Beat LT,200999,90000,Petrol,Individual,Manual
Maruti Omni E MPI STD BS IV,229999,11451,Petrol,Individual,Manual
Tata Nexon 1.5 Revotorq XZ,800000,60000,Diesel,Individual,Manual
Mahindra Verito 1.5 D4 BSIV,150000,172000,Diesel,Individual,Manual
Maruti Swift VDI,600000,60000,Diesel,Individual,Manual
Chevrolet Tavera LS B3 7 Seats BSII,150000,150000,Diesel,Individual,Manual
Chevrolet Optra Magnum 2.0 LS,150000,66000,Diesel,Individual,Manual
Maruti Eeco 5 Seater Standard BSIV,380000,5000,Petrol,Individual,Manual
Maruti Swift 1.3 VXi,80000,66508,Petrol,Individual,Manual
Honda Civic 1.8 MT Sport,225000,55000,Petrol,Individual,Manual
Tata Nano Lx BSIV,75000,29900,Petrol,Individual,Manual
Tata Hexa XT 4X4,1600000,3000,Diesel,Individual,Manual
Tata Indica Vista Quadrajet VX,185000,85000,Diesel,Individual,Manual
Mahindra Scorpio 2.6 CRDe SLE,425000,50000,Diesel,Individual,Manual
Tata Indica Vista Aqua 1.4 TDI,100000,120000,Diesel,Individual,Manual
Maruti Zen Estilo LXI BSIII,140000,90000,Petrol,Individual,Manual
Maruti Swift Dzire AMT ZXI Plus BS IV,710000,8000,Petrol,Individual,Automatic
Honda Amaze S AT i-Vtech,450000,7900,Petrol,Individual,Automatic
Datsun RediGO T Option,210000,50000,Petrol,Individual,Manual
Maruti Alto K10 VXI,270000,25000,Petrol,Individual,Manual
Maruti Alto LXi,110000,20000,Petrol,Individual,Manual
Maruti Swift VXI,540000,17500,Petrol,Individual,Manual
Mahindra Renault Logan 1.4 GLX Petrol,145000,25000,Petrol,Individual,Manual
Tata Safari Storme VX,360000,206500,Diesel,Individual,Manual
Hyundai i10 Magna Petrol,250000,88600,Petrol,Individual,Manual
Tata Venture EX,110000,80000,Diesel,Individual,Manual
Chevrolet Captiva LT,250000,100000,Diesel,Individual,Manual
Ford Fiesta Classic 1.4 Duratorq CLXI,150000,186000,Diesel,Individual,Manual
Chevrolet Aveo U-VA 1.2 LS,140000,60000,Petrol,Individual,Manual
Maruti Ciaz Zeta BSIV,925000,11000,Petrol,Individual,Manual
Tata Hexa XM,969999,30000,Diesel,Individual,Manual
Hyundai Santro Xing GL PLUS CNG,90000,80000,CNG,Individual,Manual
Hyundai Santro GLS I - Euro I,55000,60000,Petrol,Individual,Manual
Hyundai Verna CRDi,155000,100000,Diesel,Individual,Manual
Mahindra Thar CRDe ABS,900000,15000,Diesel,Individual,Manual
Maruti Alto K10 2010-2014 VXI,135000,90000,Petrol,Individual,Manual
Maruti 800 AC,180000,120000,Petrol,Individual,Manual
Hyundai Verna 1.6 SX,495000,100000,Diesel,Individual,Manual
Toyota Innova 2.5 V Diesel 8-seater,400000,138000,Diesel,Individual,Manual
Hyundai Verna CRDi,250000,110000,Diesel,Individual,Manual
Maruti Alto K10 LXI,138000,120000,Petrol,Individual,Manual
Honda City 1.5 V AT,311000,70000,Petrol,Individual,Automatic
Maruti Alto 800 VXI,190000,70000,Petrol,Individual,Manual
Mahindra Bolero SLX,311000,140000,Diesel,Individual,Manual
Maruti Ritz LXI,300000,15000,Petrol,Individual,Manual
Honda Jazz VX,600000,20000,Petrol,Individual,Manual
Mahindra Scorpio SLE BSIII,550000,100000,Diesel,Individual,Manual
Skoda Rapid 1.6 MPI AT Elegance Plus,600000,70000,Petrol,Individual,Automatic
Maruti Alto 800 VXI,195000,5000,Petrol,Individual,Manual
Tata Nano LX,58000,27974,Petrol,Individual,Manual
Maruti Alto 800 VXI,183000,40000,Petrol,Individual,Manual
Maruti Zen Estilo 1.1 VXI BSIII,95000,80000,Petrol,Individual,Manual
Maruti Wagon R LX Minor,250000,38000,Petrol,Individual,Manual
Maruti Wagon R LX Minor,250000,38000,Petrol,Individual,Manual
Tata Zest Revotron 1.2 XT,400000,35000,Petrol,Individual,Manual
Hyundai Verna 1.6 SX CRDi (O),409999,60000,Diesel,Individual,Manual
Skoda Octavia Classic 1.9 TDI MT,120000,120000,Diesel,Individual,Manual
Maruti Swift AMT VXI,600000,18000,Petrol,Individual,Automatic
Honda Amaze SX i-VTEC,600000,10000,Petrol,Individual,Manual
Mahindra XUV500 W6 2WD,825000,90000,Diesel,Individual,Manual
Toyota Etios GD,625000,80000,Diesel,Individual,Manual
Hyundai Grand i10 Nios Magna CRDi,700000,1400,Diesel,Individual,Manual
Chevrolet Beat LS,160000,60000,Petrol,Individual,Manual
Maruti Alto LX,114999,60000,Petrol,Individual,Manual
Maruti Wagon R LXI Minor,150000,53000,Petrol,Individual,Manual
Volkswagen Jetta 1.9 L TDI,250000,100000,Diesel,Dealer,Manual
Hyundai Verna 1.6 SX,390000,86000,Diesel,Dealer,Manual
Renault Duster 85PS Diesel RxL,650000,100000,Diesel,Individual,Manual
Hyundai Xcent 1.1 CRDi SX Option,600000,30000,Diesel,Individual,Manual
Hyundai i20 1.2 Sportz,250000,120000,Petrol,Individual,Manual
Hyundai Santro Xing GL Plus Petrol,229999,60000,Petrol,Individual,Manual
